address,baths,beds,carparks,extracted_date,land_area,property_type,sold_date,sold_price,state,suburb,zip
7 Marlo Dr,2,4,2,15-03-2020,781m²,House,11th March 2020,$525k,VIC,Melton West,3337
5 Moor Park Av,2,4,2,15-03-2020,512m²,House,10th March 2020,$520k,VIC,Melton West,3337
3 Renate Dr,2,5,2,15-03-2020,516m²,House,11th March 2020,$535k,VIC,Melton West,3337
4/7 Anderson Ct,1,1,1,15-03-2020,UNAVAILABLE,Unit,13th March 2020,Price withheld,VIC,Mentone,3194
13 Bundora Pde,2,3,2,15-03-2020,527m²,House,UNAVAILABLE,$605k,VIC,Mentone,3194
9 Niccoli Pky,2,4,2,15-03-2020,UNAVAILABLE,House,11th March 2020,Price withheld,VIC,Mernda,3754
56 Riverdale Bvd,2,4,4,15-03-2020,576m²,House,UNAVAILABLE,$702.5k,VIC,Mernda,3754
6 Strachan Ri,2,4,2,15-03-2020,646m²,House,UNAVAILABLE,-1,VIC,Mernda,3754
6 Arum Wk,2,3,1,15-03-2020,415m²,House,3rd March 2020,$640k,VIC,Mernda,3754
38 Coe St,2,4,2,15-03-2020,454m²,House,25th February 2020,$629k,VIC,Mernda,3754
7/30b Ducal Pky,1,2,1,15-03-2020,UNAVAILABLE,Unit,28th February 2020,$360k,VIC,Mernda,3754
8/30b Ducal Pky,1,2,1,15-03-2020,UNAVAILABLE,Unit,6th March 2020,$366k,VIC,Mernda,3754
9/30b Ducal Pky,1,2,1,15-03-2020,UNAVAILABLE,Unit,3rd March 2020,$350k,VIC,Mernda,3754
2/6 Maize Pl,2,3,2,15-03-2020,UNAVAILABLE,Townhouse,10th March 2020,$429k,VIC,Mernda,3754
21 Melliodora Dr,2,3,2,15-03-2020,400m²,House,21st February 2020,$520k,VIC,Mernda,3754
2/87 Schotters Rd,2,3,2,15-03-2020,195m²,Townhouse,6th March 2020,$468k,VIC,Mernda,3754
18 Blackberry St,2,4,2,15-03-2020,448m²,House,10th March 2020,$575k,VIC,Mickleham,3064
3 Crown Ct,2,4,4,15-03-2020,816m²,House,3rd March 2020,$420k,VIC,Mildura,3500
2 De Garis Dr,1,4,2,15-03-2020,651m²,House,11th March 2020,$275k,VIC,Mildura,3500
26 Jude Av,1,3,2,15-03-2020,667m²,House,9th March 2020,$275k,VIC,Mildura,3500
35 Philippa Cr,2,4,2,15-03-2020,809m²,House,11th March 2020,$380k,VIC,Mildura,3500
3518 San Mateo Av,2,3,2,15-03-2020,3.74ha,House,10th March 2020,$460k,VIC,Mildura,3500
18 Golf Links Dr,2,3,6,15-03-2020,650m²,House,UNAVAILABLE,$671k,VIC,Mill Park,3082
6 Laver Ct,2,4,2,15-03-2020,690m²,House,12th March 2020,Price withheld,VIC,Mill Park,3082
6 Mimosa Rd,1,3,2,15-03-2020,590m²,House,UNAVAILABLE,$681k,VIC,Mill Park,3082
5/38 Moorhead Dr,1,2,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$457.5k,VIC,Mill Park,3082
9 Redgum Ct,2,4,2,15-03-2020,627m²,House,3rd March 2020,$800k,VIC,Mill Park,3082
13 Creswick St,2,4,6,15-03-2020,956m²,House,10th March 2020,$515k,VIC,Miners Rest,3352
11 Jordan Wy,2,4,4,15-03-2020,"2,252m²",House,12th March 2020,$430k,VIC,Mirboo North,3871
14 Albert St,2,4,2,15-03-2020,424m²,House,UNAVAILABLE,$1.17m,VIC,Mitcham,3132
15 Glenburnie Rd,3,5,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,-1,VIC,Mitcham,3132
1/2 Lake Av,2,3,2,15-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$940k,VIC,Mitcham,3132
2/12 Orient Av,1,2,1,15-03-2020,UNAVAILABLE,Unit,14th March 2020,Price withheld,VIC,Mitcham,3132
1/39 Orient Av,1,3,2,15-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$885k,VIC,Mitcham,3132
2/5 Rupert St,1,2,1,15-03-2020,136m²,Unit,UNAVAILABLE,$600k,VIC,Mitcham,3132
2/3 Baxter Ct,1,2,1,15-03-2020,UNAVAILABLE,Unit,10th March 2020,$216.5k,VIC,Moe,3825
16 Barloa Rd,2,5,2,15-03-2020,"1,045m²",House,UNAVAILABLE,-1,VIC,Mont Albert,3127
4 Gordon St,5,5,4,15-03-2020,"1,027m²",House,UNAVAILABLE,Price withheld,VIC,Mont Albert,3127
92 Airlie Rd,1,3,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$770k,VIC,Montmorency,3094
65 Kelvin Av,2,3,1,15-03-2020,"1,117m²",House,UNAVAILABLE,-1,VIC,Montmorency,3094
58 Argyle St,2,3,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.44m,VIC,Moonee Ponds,3039
19 Lawson St,1,3,1,15-03-2020,UNAVAILABLE,Villa,UNAVAILABLE,$971.5k,VIC,Moonee Ponds,3039
25A Salisbury St,3,4,2,15-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$1.73m,VIC,Moonee Ponds,3039
5/6 Turner St,1,2,1,15-03-2020,126m²,Unit,14th March 2020,$590k,VIC,Moonee Ponds,3039
1/21 Holmes Rd,2,2,1,15-03-2020,UNAVAILABLE,Unit,27th February 2020,$599.999k,VIC,Moonee Ponds,3039
3/829 Mt Alexander Rd,1,2,1,15-03-2020,UNAVAILABLE,Unit,5th March 2020,$645k,VIC,Moonee Ponds,3039
204/149-155 Pascoe Vale Rd,2,2,1,15-03-2020,UNAVAILABLE,Unit,20th February 2020,$658k,VIC,Moonee Ponds,3039
47 Hillston Rd,2,4,4,15-03-2020,637m²,House,UNAVAILABLE,Price withheld,VIC,Moorabbin,3189
212/4-6 Station St,1,1,1,15-03-2020,UNAVAILABLE,Unit,27th February 2020,$395k,VIC,Moorabbin,3189
39 Dryden Cnc,1,3,3,15-03-2020,412m²,House,UNAVAILABLE,$750k,VIC,Mooroolbark,3138
4 Barker Dr,2,4,2,15-03-2020,855m²,House,2nd March 2020,$795k,VIC,Mooroolbark,3138
39 Landscape Dr,1,3,1,15-03-2020,869m²,House,12th March 2020,$725k,VIC,Mooroolbark,3138
7 Statesman Cr,2,3,2,15-03-2020,563m²,House,20th February 2020,$685k,VIC,Mooroolbark,3138
1/61 Bear St,1,2,1,15-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$852k,VIC,Mordialloc,3195
4 Eurythmic St,2,4,2,15-03-2020,920m²,House,14th March 2020,$1.785m,VIC,Mordialloc,3195
3 Reys Cl,2,4,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.305m,VIC,Mordialloc,3195
25 Kim-Marie Mw,3,4,4,15-03-2020,"4,255m²",House,27th February 2020,$835k,VIC,Moriac,3240
3/43 Beleura Hill Rd,2,4,2,15-03-2020,UNAVAILABLE,Townhouse,4th March 2020,$1.475m,VIC,Mornington,3931
48 Hampden St,2,3,2,15-03-2020,UNAVAILABLE,House,2nd March 2020,$1.435m,VIC,Mornington,3931
12 Hargreaves St,3,3,2,15-03-2020,UNAVAILABLE,House,11th March 2020,$1.3m,VIC,Mornington,3931
14 Jacaranda Cr,2,3,2,15-03-2020,"1,015m²",House,10th March 2020,$965k,VIC,Mornington,3931
3/10 Macdonald Gr,2,3,2,15-03-2020,270m²,Unit,26th February 2020,$751k,VIC,Mornington,3931
31 Marine Av,2,3,2,15-03-2020,UNAVAILABLE,House,4th March 2020,$1.67m,VIC,Mornington,3931
1/45 Prince St,3,4,2,15-03-2020,UNAVAILABLE,Townhouse,11th March 2020,$1.44m,VIC,Mornington,3931
35 Seaview Av,1,3,1,15-03-2020,315m²,House,17th February 2020,$620k,VIC,Mornington,3931
75 Beleura Hill Rd,1,3,2,15-03-2020,876m²,House,UNAVAILABLE,$900k,VIC,Mornington,3931
13 Gabo Wy,2,4,2,15-03-2020,596m²,House,28th February 2020,$289.5k,VIC,Morwell,3840
17 Jane St,1,3,1,15-03-2020,660m²,House,11th March 2020,$248k,VIC,Morwell,3840
1/19-21 Jill St,1,2,1,15-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,-1,VIC,Morwell,3840
15 Freeburgh Av,1,2,3,15-03-2020,UNAVAILABLE,House,17th February 2020,$290k,VIC,Mount Beauty,3699
26 Eminence St,2,3,2,15-03-2020,347m²,House,20th February 2020,$498k,VIC,Mount Duneed,3217
39 Bellbird Rd,3,5,4,15-03-2020,"2,704m²",House,18th February 2020,$2m,VIC,Mount Eliza,3930
46 Beluga St,2,4,2,15-03-2020,786m²,House,17th February 2020,$1.04m,VIC,Mount Eliza,3930
19 McCutcheon Cl,2,3,2,15-03-2020,"3,049m²",House,4th March 2020,$1.022m,VIC,Mount Eliza,3930
2 Meribil Cl,2,4,2,15-03-2020,"2,576m²",House,5th March 2020,$1.095m,VIC,Mount Eliza,3930
122 Yarana Dr,2,4,2,15-03-2020,754m²,House,10th March 2020,$426.5k,VIC,Mount Helen,3350
7 Agonis Ct,2,3,1,15-03-2020,755m²,House,24th February 2020,$710k,VIC,Mount Martha,3934
27 Churchill Rd,2,4,2,15-03-2020,"2,029m²",House,6th March 2020,$2.15m,VIC,Mount Martha,3934
290 Craigie Rd,4,5,2,15-03-2020,1.97ha,House,11th March 2020,$2.025m,VIC,Mount Martha,3934
25 Jackson St,2,3,1,15-03-2020,946m²,House,3rd March 2020,$1.03m,VIC,Mount Martha,3934
6A Moonah Wy,2,2,1,15-03-2020,300m²,House,9th March 2020,$600k,VIC,Mount Martha,3934
53 Mount Martha Rd,3,5,2,15-03-2020,"1,350m²",House,12th March 2020,$2.35m,VIC,Mount Martha,3934
18 Norfolk Rd,2,4,2,15-03-2020,891m²,House,4th March 2020,$855k,VIC,Mount Martha,3934
45 Park Rd,3,5,2,15-03-2020,"1,302m²",House,13th March 2020,$2.38m,VIC,Mount Martha,3934
22 Sinclair Ct,3,6,3,15-03-2020,"1,992m²",House,28th February 2020,$2.11m,VIC,Mount Martha,3934
2 Haigh Pl,2,4,2,15-03-2020,UNAVAILABLE,House,10th March 2020,$368k,VIC,Mount Pleasant,3350
820 Humffray St S,2,3,2,15-03-2020,690m²,House,13th March 2020,$415k,VIC,Mount Pleasant,3350
2/32 Bales St,2,3,1,15-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,Price withheld,VIC,Mount Waverley,3149
37 Bruce St,1,3,3,15-03-2020,722m²,House,UNAVAILABLE,$1.481m,VIC,Mount Waverley,3149
1/4 Coolarn St,2,3,2,15-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$1.106m,VIC,Mount Waverley,3149
7 Kippax Ct,3,4,2,15-03-2020,"1,040m²",House,UNAVAILABLE,$1.65m,VIC,Mount Waverley,3149
2/2 Rowan Ct,2,3,2,15-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,Price withheld,VIC,Mount Waverley,3149
19 Sampson Dr,3,6,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,Price withheld,VIC,Mount Waverley,3149
28 Stanley Av,2,4,2,15-03-2020,665m²,House,UNAVAILABLE,$1.2m max bid,VIC,Mount Waverley,3149
6 Sunhill Rd,1,3,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.415m max bid,VIC,Mount Waverley,3149
10 Warren Ct,4,5,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,-1,VIC,Mount Waverley,3149
28B Winbourne Rd,2,3,2,15-03-2020,440m²,Townhouse,UNAVAILABLE,$1.31m,VIC,Mount Waverley,3149
12 Wingate Av,1,3,2,15-03-2020,917m²,House,25th February 2020,Price withheld,VIC,Mount Waverley,3149
5 Yatama Ct,3,6,2,15-03-2020,965m²,House,13th March 2020,Price withheld,VIC,Mount Waverley,3149
2/7 Lemon Gr,3,4,2,15-03-2020,UNAVAILABLE,Townhouse,8th March 2020,$1.49m,VIC,Mount Waverley,3149
8 Bernie Smith St,2,3,1,15-03-2020,244m²,Townhouse,UNAVAILABLE,$765k,VIC,Mulgrave,3170
1/17 Caledonia Cr,2,3,1,15-03-2020,233m²,Townhouse,UNAVAILABLE,$860k,VIC,Mulgrave,3170
7 Derby Pl,2,3,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.305m,VIC,Mulgrave,3170
21 Jolimont Av,2,4,2,15-03-2020,773m²,House,UNAVAILABLE,$917k,VIC,Mulgrave,3170
17 Lebanon Cr,1,3,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,-1,VIC,Mulgrave,3170
32 Stadium Cct,2,4,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,-1,VIC,Mulgrave,3170
13 Suemar St,2,4,1,15-03-2020,375m²,Townhouse,UNAVAILABLE,$858.888k,VIC,Mulgrave,3170
4 River Rd,1,3,1,15-03-2020,965m²,House,2nd March 2020,$225k,VIC,Murchison,3610
1/15-17 Kangaroo Rd,1,3,2,15-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$738.5k,VIC,Murrumbeena,3163
104/9 Railway Pde,2,2,1,15-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$610k,VIC,Murrumbeena,3163
21 Wallace Av,2,4,2,15-03-2020,695m²,House,UNAVAILABLE,$1.495m,VIC,Murrumbeena,3163
105 Williams Rd,1,3,2,15-03-2020,"1,000m²",House,11th March 2020,$225k,VIC,Myers Flat,3556
6 Helena Ct,2,4,2,15-03-2020,625m²,House,21st February 2020,$464k,VIC,Nagambie,3608
103 Darling Wy,1,3,1,15-03-2020,600m²,House,6th March 2020,Price withheld,VIC,Narre Warren,3805
19 Elstar Rd,1,3,3,15-03-2020,495m²,House,5th March 2020,$590k,VIC,Narre Warren,3805
21 Elstar Rd,2,3,4,15-03-2020,496m²,House,6th March 2020,$600k,VIC,Narre Warren,3805
63 Elstar Rd,2,4,2,15-03-2020,595m²,House,6th March 2020,$680k,VIC,Narre Warren,3805
19 Summerlea Rd,2,3,2,15-03-2020,654m²,House,6th March 2020,$610k,VIC,Narre Warren,3805
3 Victory Ct,3,6,3,15-03-2020,662m²,House,6th March 2020,$701k,VIC,Narre Warren,3805
1196 Wellington Rd,1,3,2,15-03-2020,"20,400m²",House,6th March 2020,$970k,VIC,Narre Warren East,3804
13 Chain Ct,2,3,2,15-03-2020,652m²,House,UNAVAILABLE,$620k,VIC,Narre Warren South,3805
11 Hillrise Cl,2,4,2,15-03-2020,660m²,House,22nd February 2020,$751k,VIC,Narre Warren South,3805
4 Keswick Ct,2,4,2,15-03-2020,612m²,House,11th March 2020,$660k,VIC,Narre Warren South,3805
25 Malabar Ct,3,6,2,15-03-2020,701m²,House,11th March 2020,$645k,VIC,Narre Warren South,3805
27-31 Lofven St,2,3,2,15-03-2020,"2,752m²",House,10th March 2020,$1.03m,VIC,Nerrina,3350
18 Rampling Wy,3,4,4,15-03-2020,959m²,House,6th March 2020,$1.2m,VIC,Nerrina,3350
418 Barringo Rd,2,3,4,15-03-2020,4.05ha,House,5th March 2020,$1.1m,VIC,New Gisborne,3438
5 Vernon Cl,2,4,2,15-03-2020,702m²,House,12th March 2020,$715k,VIC,New Gisborne,3438
48 Cross St,1,3,1,15-03-2020,845m²,House,10th March 2020,$243k,VIC,Newborough,3825
38 Bellarine Hwy,2,4,1,15-03-2020,669m²,House,11th March 2020,$500k,VIC,Newcomb,3219
7 Jacaranda Ct,1,3,2,15-03-2020,551m²,House,25th February 2020,$445k,VIC,Newcomb,3219
40 Davies St,2,3,-,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,Price withheld,VIC,Newport,3015
1/293 Douglas Pde,1,2,2,15-03-2020,UNAVAILABLE,House,14th March 2020,$870k,VIC,Newport,3015
4/16-18 West Fyans St,1,2,1,15-03-2020,79m²,Unit,17th February 2020,$325k,VIC,Newtown,3220
70 West Fyans St,1,3,−,15-03-2020,UNAVAILABLE,House,8th March 2020,$610k,VIC,Newtown,3220
143 Aberdeen St,1,4,1,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$745k,VIC,Newtown,3220
14 Camden Rd,3,5,2,15-03-2020,781m²,House,UNAVAILABLE,$1.61m,VIC,Newtown,3220
59 Nicholas St,1,3,2,15-03-2020,566m²,House,UNAVAILABLE,Price withheld,VIC,Newtown,3220
39 Virginia St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,-1,UNAVAILABLE,Newtown,UNAVAILABLE
194 Nicholson-Sarsfield Rd,2,4,4,15-03-2020,"4,615m²",House,19th February 2020,$464k,VIC,Nicholson,3882
7 George St,2,3,3,15-03-2020,UNAVAILABLE,House,14th March 2020,$1.44m,VIC,Niddrie,3042
35A Haldane Rd,2,3,2,15-03-2020,UNAVAILABLE,House,3rd March 2020,$885k,VIC,Niddrie,3042
10 Jackson St,2,4,2,15-03-2020,655m²,House,14th March 2020,$1.2m,VIC,Niddrie,3042
12 Rose Av,2,5,2,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.32m,VIC,Niddrie,3042
30 Bloomfield Rd,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$760k,UNAVAILABLE,Noble Park,UNAVAILABLE
1/100 Chandler Rd,1,3,1,15-03-2020,327m²,Unit,UNAVAILABLE,$528k,VIC,Noble Park,3174
37 Ellendale Rd,1,2,1,15-03-2020,"1,028m²",House,14th March 2020,$856k,VIC,Noble Park,3174
3 Loma St,1,3,1,15-03-2020,591m²,House,13th March 2020,$772k,VIC,Noble Park,3174
28 Dunloe Av,1,3,3,15-03-2020,655m²,House,12th March 2020,$436k,VIC,Norlane,3214
3/19 Olympic Av,1,2,−,15-03-2020,UNAVAILABLE,Unit,8th March 2020,$255k,VIC,Norlane,3214
16 Tennyson St,2,3,2,15-03-2020,613m²,House,6th March 2020,$370k,VIC,Norlane,3214
86 The Boulevard ,1,3,2,15-03-2020,640m²,House,18th February 2020,$345k,VIC,Norlane,3214
2/16-18 Wirraway Cr,2,3,2,15-03-2020,292m²,Unit,20th February 2020,$385k,VIC,Norlane,3214
11 Cowper St,1,3,1,15-03-2020,"1,200m²",House,13th March 2020,$325k,VIC,North Bendigo,3550
17 Gwenola Ct,1,3,3,15-03-2020,890m²,House,6th March 2020,$375k,VIC,North Bendigo,3550
131 Holdsworth Rd,1,4,1,15-03-2020,"1,260m²",House,6th March 2020,$358k,VIC,North Bendigo,3550
1/26 Kerr St,1,2,2,15-03-2020,UNAVAILABLE,Unit,12th March 2020,$389.5k,VIC,North Geelong,3215
59 Giddings St,1,4,3,15-03-2020,741m²,House,11th March 2020,$579k,VIC,North Geelong,3215
57 Canning St,1,2,1,15-03-2020,UNAVAILABLE,House,14th March 2020,$1.15m,VIC,North Melbourne,3051
8 Little Dryburgh St N,2,3,1,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.2m,VIC,North Melbourne,3051
2/58 Lothian St,1,2,1,15-03-2020,UNAVAILABLE,Townhouse,5th March 2020,$930k,VIC,North Melbourne,3051
3/51 The Esplanade ,2,2,2,15-03-2020,UNAVAILABLE,Townhouse,21st February 2020,$750k,VIC,North Shore,3214
66 Griffiths St,2,4,2,15-03-2020,809m²,House,5th March 2020,$540k,VIC,North Wonthaggi,3995
3 Obrien Cct,2,4,2,15-03-2020,UNAVAILABLE,House,5th March 2020,$540k,VIC,North Wonthaggi,3995
129 Beaconsfield Pde,2,3,2,15-03-2020,UNAVAILABLE,Townhouse,14th March 2020,$1.24m,VIC,Northcote,3070
99 Kellett St,2,4,2,15-03-2020,535m²,House,UNAVAILABLE,$2.5m,VIC,Northcote,3070
70/26-36 High St,1,1,1,15-03-2020,UNAVAILABLE,Unit,20th February 2020,$445k,VIC,Northcote,3070
41 Knightsbridge Av,2,4,2,15-03-2020,471m²,House,14th March 2020,$1.3085m,VIC,Nunawading,3131
2/4 Newman Rd,2,3,2,15-03-2020,340m²,Unit,14th March 2020,$900k,VIC,Nunawading,3131
26 Outlook Dr,1,3,1,15-03-2020,586m²,House,UNAVAILABLE,$840k max bid,VIC,Nunawading,3131
216 Springvale Rd,1,3,1,15-03-2020,"1,035m²",House,14th March 2020,$1.85m,VIC,Nunawading,3131
4 Tortice Av,2,4,2,15-03-2020,697m²,House,12th March 2020,Price withheld,VIC,Nunawading,3131
43 Worrell St,1,3,2,15-03-2020,656m²,House,14th March 2020,Price withheld,VIC,Nunawading,3131
17 Grundy Av,2,2,1,15-03-2020,"2,458m²",House,13th March 2020,$418.5k,VIC,Nyora,3987
40 Murphy St,1,3,4,15-03-2020,697m²,House,UNAVAILABLE,$950k,VIC,Oak Park,3046
36 Eastgate St,1,4,1,15-03-2020,500m²,House,UNAVAILABLE,-1,VIC,Oakleigh,3166
15 Raymond Ct,1,3,2,15-03-2020,578m²,House,UNAVAILABLE,-1,VIC,Oakleigh,3166
2 Gamble St,2,4,2,15-03-2020,UNAVAILABLE,House,14th March 2020,$1.39m,VIC,Oakleigh East,3166
24 Kiama Ct,2,6,10,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.232m,VIC,Oakleigh East,3166
1/14 Wallace Av,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,15-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$940k,UNAVAILABLE,Oakleigh South,UNAVAILABLE
2/14 Wallace Av,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,15-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$900k,UNAVAILABLE,Oakleigh South,UNAVAILABLE
G02/214 Warrigal Rd,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,15-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$590k,UNAVAILABLE,Oakleigh South,UNAVAILABLE
1/2 Elata St,2,3,2,15-03-2020,UNAVAILABLE,Townhouse,29th February 2020,$851k,VIC,Oakleigh South,3167
8 Washington Dr,2,3,3,15-03-2020,587m²,House,7th March 2020,$935k,VIC,Oakleigh South,3167
28 Bonnyvale Rd,1,3,2,15-03-2020,608m²,House,6th March 2020,$625k,VIC,Ocean Grove,3226
64 Cerberus Dr,2,4,2,15-03-2020,595m²,House,12th March 2020,$627.5k,VIC,Ocean Grove,3226
2/60 Draper St,1,2,1,15-03-2020,210m²,House,10th March 2020,$515k,VIC,Ocean Grove,3226
57 Oakdean Bvd,6,5,4,15-03-2020,717m²,House,6th March 2020,$1.0195m,VIC,Ocean Grove,3226
10 Barrow Ct,2,3,2,15-03-2020,512m²,House,6th March 2020,$670k,VIC,Officer,3809
9 Burgess Av,2,4,2,15-03-2020,494m²,House,10th March 2020,$720k,VIC,Officer,3809
2 Still Water Wy,2,5,2,15-03-2020,823m²,House,11th March 2020,$838k,VIC,Officer,3809
89 Timbertop Bvd,2,4,2,15-03-2020,350m²,House,13th March 2020,$600k,VIC,Officer,3809
4 William Ct,2,4,2,15-03-2020,399m²,House,10th March 2020,$600.6k,VIC,Officer,3809
8 Warwick Farm Rd,1,3,2,15-03-2020,"5,281m²",House,27th February 2020,$790k,VIC,Olinda,3788
10 Fraser St,2,4,2,15-03-2020,685m²,House,14th March 2020,$1.42m,VIC,Ormond,3204
1/20 Katandra Rd,1,2,1,15-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$580k,VIC,Ormond,3204
3 Malane St,2,3,2,15-03-2020,UNAVAILABLE,House,14th March 2020,$1.475m,VIC,Ormond,3204
10/13 Ulupna Rd,1,2,1,15-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$420k,VIC,Ormond,3204
17 Ashton Pl,2,5,4,15-03-2020,782m²,House,6th March 2020,$550k,VIC,Pakenham,3810
25/23 Atlantic Dr,2,4,2,15-03-2020,216m²,Townhouse,11th March 2020,$442k,VIC,Pakenham,3810
75 Blue Horizons Wy,2,3,2,15-03-2020,511m²,House,6th March 2020,$590k,VIC,Pakenham,3810
12 Breyleigh Dr,2,4,2,15-03-2020,687m²,House,6th March 2020,$575k,VIC,Pakenham,3810
28 Darwin Wy,2,4,2,15-03-2020,UNAVAILABLE,House,11th March 2020,$545k,VIC,Pakenham,3810
27 Devine Dr,2,3,2,15-03-2020,312m²,House,13th March 2020,$440k,VIC,Pakenham,3810
30 Grandvue Bvd,2,4,2,15-03-2020,UNAVAILABLE,House,12th March 2020,$645k,VIC,Pakenham,3810
3 Hood Pl,2,4,2,15-03-2020,531m²,House,25th February 2020,$625k,VIC,Pakenham,3810
25 Isabel St,2,4,2,15-03-2020,336m²,House,13th March 2020,$499k,VIC,Pakenham,3810
1 McCaffery Ri,1,2,1,15-03-2020,555m²,House,10th March 2020,$395k,VIC,Pakenham,3810
18 McGill Ct,2,5,2,15-03-2020,606m²,House,13th March 2020,$510k,VIC,Pakenham,3810
2 Meaby Dr,2,3,2,15-03-2020,509m²,House,12th March 2020,$510k,VIC,Pakenham,3810
20 Meeking Dr,2,4,2,15-03-2020,"4,032m²",House,6th March 2020,$1.1m,VIC,Pakenham,3810
1/3 Park Orchard Dr,2,2,1,15-03-2020,165m²,Townhouse,6th March 2020,$410k,VIC,Pakenham,3810
8 Shirley St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$470k,UNAVAILABLE,Pakenham,UNAVAILABLE
17 Sunnybank Wy,2,4,2,15-03-2020,670m²,House,5th March 2020,$582k,VIC,Pakenham,3810
17 Bant St,1,3,4,15-03-2020,UNAVAILABLE,House,12th March 2020,$275k,VIC,Panmure,3265
175a Beach Rd,2,3,3,15-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$2.55m,VIC,Parkdale,3195
21 Ellen St,1,3,1,15-03-2020,683m²,House,14th March 2020,$1.201m,VIC,Parkdale,3195
23 Keith St,3,5,2,15-03-2020,588m²,House,3rd March 2020,$1.84m,VIC,Parkdale,3195
1/438-440 Nepean Hwy,1,2,2,15-03-2020,84m²,Unit,12th March 2020,$620k,VIC,Parkdale,3195
305/445 Royal Pde,1,1,1,15-03-2020,UNAVAILABLE,Unit,6th March 2020,$425k,VIC,Parkville,3052
6/20 Avoca Cr,2,2,2,15-03-2020,UNAVAILABLE,Townhouse,11th March 2020,$715k,VIC,Pascoe Vale,3044
14/14 Caringa St,1,2,1,15-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,-1,VIC,Pascoe Vale,3044
46 Essex St,1,2,1,15-03-2020,UNAVAILABLE,House,3rd March 2020,$871k,VIC,Pascoe Vale,3044
18 Kirbister St,2,5,2,15-03-2020,UNAVAILABLE,House,14th March 2020,$1.315m,VIC,Pascoe Vale,3044
2/564 Pascoe Vale Rd,1,2,1,15-03-2020,UNAVAILABLE,Unit,14th March 2020,$281k,VIC,Pascoe Vale,3044
14 Stanley St,1,3,2,15-03-2020,UNAVAILABLE,House,14th March 2020,$935k,VIC,Pascoe Vale,3044
3/299 Cumberland Rd,1,2,1,15-03-2020,119m²,Unit,12th March 2020,$485k,VIC,Pascoe Vale,3044
C106/37 Cumberland Rd,2,2,1,15-03-2020,UNAVAILABLE,Unit,26th February 2020,$485k,VIC,Pascoe Vale,3044
4/8A Danin St,1,2,1,15-03-2020,176m²,Unit,6th March 2020,$553.5k,VIC,Pascoe Vale,3044
5/95 Balmoral Av,1,2,1,15-03-2020,UNAVAILABLE,Unit,12th March 2020,$715k,VIC,Pascoe Vale South,3044
3/2 Hatter St,2,2,1,15-03-2020,UNAVAILABLE,Unit,26th February 2020,$715k,VIC,Pascoe Vale South,3044
1/2-4 Reynolds Pde,2,3,1,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$829k,VIC,Pascoe Vale South,3044
15a Vaux St,3,4,1,15-03-2020,UNAVAILABLE,House,UNAVAILABLE,$1.2m max bid,VIC,Pascoe Vale South,3044
